Ticker,Sector
ELEV,Healthcare
GHRS,Healthcare
LENZ,Healthcare
MCW,Consumer Cyclical
TKNO,Healthcare
SAIH,Technology
CDZIP,Utilities
CPOP,Communication Services
CVRX,Healthcare
IAS,Communication Services
INTA,Technology
JBIO,Healthcare
LZ,Industrials
NYMTL,Real Estate
PROK,Healthcare
TBLA,Communication Services
XMTR,Industrials
ABOS,Healthcare
DNUT,Consumer Defensive
EVCM,Technology
HEPS,Consumer Cyclical
HTZ,Industrials
VRAR,Technology
WAVE,Utilities
AGRI,Consumer Defensive
RNAZ,Healthcare
SNTG,Financial Services
UNCY,Healthcare
IINN,Healthcare
IINNW,Healthcare
METCL,N/A
PBBK,Financial Services
RPID,Healthcare
SERA,Healthcare
SGHT,Healthcare
BLFY,Financial Services
ERAS,Healthcare
PRE,Healthcare
RGC,Healthcare
TCBS,Financial Services
TCRX,Healthcare
MAMA,Consumer Defensive
HCWB,Healthcare
KLTR,Technology
VEEE,Consumer Cyclical
ABSI,Healthcare
BASE,Technology
ZENV,Technology
CRBU,Healthcare
CTKB,Healthcare
GAMB,Consumer Cyclical
SOPH,Healthcare
TEAD,N/A
USCB,Financial Services
BPYPM,N/A
CADL,Healthcare
BTDR,Technology
DUOL,Technology
TBLD,Financial Services
HOOD,Financial Services
NUVL,Healthcare
RLYB,Healthcare
IMRX,Healthcare
INAB,Healthcare
MXCT,Healthcare
RANI,Healthcare
RXST,Healthcare
TNYA,Healthcare
KITT,Industrials
EWCZ,Consumer Defensive
LSB,Healthcare
HOLO,Technology
IVVD,Healthcare
RILYZ,N/A
CLYM,Healthcare
OXLCO,Financial Services
SSBK,Financial Services
CNOBP,Financial Services
DATS,Technology
DATSW,Technology
DRMA,Healthcare
MOBX,Technology
BWBBP,Financial Services
GAINZ,N/A
SHFS,Financial Services
SLNHP,Financial Services
DFLI,Industrials
FATBB,Consumer Cyclical
ICCM,Healthcare
RNXT,Healthcare
ATLN,Industrials
VBNK,Financial Services
SPRC,Healthcare
DDI,Communication Services
TYGO,Technology
WHLRL,
CNCK,Financial Services
TMC,Basic Materials
ESLA,Healthcare
FAAS,Technology
SRAD,Technology
TMCWW,Basic Materials
DH,Healthcare
KTTA,Healthcare
NXXT,Utilities
PRCT,Healthcare
TYRA,Healthcare
ACT,Financial Services
FRSH,Technology
ARBK,Financial Services
BRLT,Consumer Cyclical
RELY,Technology
XAGE,Consumer Defensive
XRTX,Healthcare
LNZA,Industrials
HTCO,Industrials
PDYN,Technology
PET,Technology
AMPL,Technology
GFAI,Industrials
NAMMW,Basic Materials
CCSI,Technology
DJT,Communication Services
OABI,Healthcare
OLPX,Consumer Cyclical
FWRG,Consumer Cyclical
JTAI,Technology
NTRB,Healthcare
RMSG,N/A
NHPBP,Real Estate
VGAS,Utilities
GIPR,Real Estate
LFMDP,Healthcare
BRLS,Consumer Defensive
VLCN,Consumer Cyclical
CGTX,Healthcare
PYXS,Healthcare
AVDX,Technology
BBLG,Healthcare
BBLGW,Healthcare
CLST,Financial Services
HCTI,Healthcare
GREEL,N/A
GTLB,Technology
LUCD,Healthcare
INKT,Healthcare
CNTX,Healthcare
CYN,Technology
NVTS,Technology
SEAT,Communication Services
WEST,Consumer Defensive
COCO,Consumer Defensive
PTLO,Consumer Cyclical
RWAY,Financial Services
VTYX,Healthcare
XLO,Healthcare
HNNAZ,N/A
AIP,Technology
RENT,Consumer Cyclical
BXSL,Financial Services
FLNC,Utilities
GFS,Technology
OFSSH,N/A
AIRS,Healthcare
AURA,Healthcare
BFRI,Healthcare
OZKAP,Financial Services
TRDA,Healthcare
UDMY,Consumer Defensive
LVRO,Basic Materials
BIRD,Consumer Cyclical
ARHS,Consumer Cyclical
MDXH,Healthcare
NRDS,Communication Services
IOBT,Healthcare
MYNZ,Healthcare
FOSLL,N/A
SOPA,Technology
SWAG,Communication Services
TCBX,Financial Services
BJDX,Healthcare
EXFY,Technology
RIVN,Consumer Cyclical
RZLV,Technology
BEAT,Healthcare
BHFAM,Financial Services
BLZE,Technology
EFSCP,Financial Services
LVLU,Consumer Cyclical
TIVC,Healthcare
BTBD,Consumer Cyclical
DERM,Healthcare
MSAI,Technology
PFXNZ,N/A
BRZE,Technology
CRGO,Industrials
IREN,Financial Services
LUNR,Industrials
ARBKL,N/A
NYMTZ,Real Estate
FINW,Financial Services
LITM,Basic Materials
ATLCL,N/A
APLM,Healthcare
INV,Financial Services
CERO,Healthcare
OP,Industrials
TRUG,Communication Services
BENF,Financial Services
IMPP,Energy
IMPPP,Energy
OCCIN,Financial Services
RILYG,N/A
CING,Healthcare
REFI,Real Estate
FUFU,Financial Services
NRSN,Healthcare
SMX,Industrials
PBM,Healthcare
EUDA,Real Estate
SIDU,Industrials
GNTA,Healthcare
BDMD,Healthcare
IMMX,Healthcare
NEUP,Healthcare
ZEO,Technology
AERT,Industrials
SSSSL,N/A
ALLR,Healthcare
NXGL,Healthcare
DTI,Energy
NVNI,Technology
VSEE,Healthcare
HUBC,Technology
TVGN,Healthcare
NEHC,Energy
AMLX,Healthcare
CJET,Consumer Cyclical
FCNCO,Financial Services
HOUR,Consumer Cyclical
VIGL,Healthcare
GTI,Basic Materials
THAR,Healthcare
CFSB,Financial Services
RDZN,Technology
TPG,Financial Services
CDIO,Healthcare
CISO,Technology
OXLCZ,N/A
TKLF,Consumer Cyclical
CEG,Utilities
NSTS,Financial Services
FGI,Consumer Cyclical
OPTX,Technology
CRDO,Technology
KSCP,Industrials
BZAI,Technology
AIRJ,Industrials
ENGN,Healthcare
MTEK,Technology
NVX,Industrials
CCLDO,Healthcare
ACLX,Healthcare
LIEN,Financial Services
NVCT,Healthcare
AREB,Consumer Cyclical
CRML,Basic Materials
FLD,Financial Services
HTCR,Technology
MODD,Healthcare
SKYX,Industrials
DRCT,Communication Services
ZVSA,Healthcare
SBFM,Healthcare
MHUA,Healthcare
ZIMV,Healthcare
ONCO,Healthcare
ANNA,Energy
TNMG,Communication Services
IXHL,Healthcare
ABP,Healthcare
AKAN,Healthcare
FEAM,Basic Materials
MRNO,Real Estate
TOYO,Technology
NIVF,Healthcare
KBSX,Basic Materials
TZUP,Communication Services
EMBC,Healthcare
HWH,Consumer Cyclical
ANTX,Healthcare
LCFY,Communication Services
CDT,Healthcare
RVSN,Industrials
XPON,Industrials
CAPT,Basic Materials
NUTX,Healthcare
ESGL,Industrials
ASBP,Healthcare
APLD,Technology
STSS,Healthcare
BTM,Financial Services
GCL,Communication Services
ACON,Healthcare
JCSE,Industrials
OST,Technology
TNON,Healthcare
SOUN,Technology
BLTE,Healthcare
HLVX,Healthcare
KLTO,Healthcare
STI,Industrials
EDBL,Consumer Defensive
PEPG,Healthcare
HNVR,Financial Services
ACDC,Energy
ASNS,Technology
GV,Consumer Defensive
OKYO,Healthcare
OCTO,Consumer Cyclical
BNRG,Utilities
FMTO,Technology
TOP,Financial Services
SVRE,Technology
OXLCN,Financial Services
ALVO,Healthcare
HSCS,Healthcare
GEGGL,N/A
IPX,Basic Materials
GSUN,Consumer Defensive
INTR,Financial Services
PSNYW,Consumer Cyclical
PGYWW,Technology
SELX,Technology
USEA,Industrials
,Error
ILAG,Industrials
NXTT,Technology
FIP,Industrials
VRAX,Healthcare
ECBK,Financial Services
RWAYL,N/A
ARQQW,Technology
PDYNW,Technology
FSUN,Financial Services
MEGL,Financial Services
FOXX,Technology
TGL,Technology
REBN,Consumer Cyclical
BULLW,Technology
LUCY,Healthcare
LUCYW,N/A
GCT,Technology
BULL,Technology
ASTI,Technology
MOB,Industrials
MOBBW,Industrials
JFBR,Consumer Cyclical
JZ,Technology
ONFO,Communication Services
MSBIP,Financial Services
SHPH,Healthcare
BIAF,Healthcare
AGNCL,Real Estate
YOSH,Consumer Cyclical
WLDS,Technology
LNKB,Financial Services
THRD,Healthcare
NXL,Healthcare
MSPRW,Healthcare
NYAX,Technology
MBINM,Financial Services
SBC,Industrials
EMCG,Financial Services
LASE,Industrials
PRME,Healthcare
MBLY,Consumer Cyclical
SVII,Financial Services
ASPI,Basic Materials
SNAL,Communication Services
ATAT,Consumer Cyclical
ACRV,Healthcare
CMND,Healthcare
CTOR,Healthcare
ECDA,Consumer Cyclical
RWAYZ,N/A
RAYA,Industrials
GEHC,Healthcare
LIPO,Healthcare
ATLX,Basic Materials
COYA,Healthcare
HROWM,N/A
ENLT,Utilities
DSY,Consumer Defensive
SKWD,Financial Services
ATMC,Financial Services
CETY,Industrials
CVKD,Healthcare
ATMV,Financial Services
QSG,Consumer Defensive
GNLX,Healthcare
BREA,Communication Services
ASST,Communication Services
GPCR,Healthcare
LICN,Industrials
HSAI,Consumer Cyclical
NXT,Technology
MLYS,Healthcare
BFRG,Healthcare
GXAI,Communication Services
ALMU,Technology
BMR,Technology
HBANL,Financial Services
ISRL,Financial Services
TORO,Industrials
AIXI,Technology
FTAIM,Industrials
IZM,Technology
STAI,Industrials
ICG,Technology
MGRX,Healthcare
NB,Basic Materials
OSRH,Healthcare
ZURA,Healthcare
OMH,Real Estate
BANL,Energy
MKDW,N/A
STHO,Real Estate
ZJYL,Healthcare
HLP,Basic Materials
TBMCR,N/A
APLMW,N/A
CHSN,Consumer Cyclical
DIST,Financial Services
HKIT,Technology
SFWL,Industrials
HOVR,Industrials
ISPR,Consumer Defensive
MGIH,Consumer Cyclical
ARBB,Technology
GDHG,Consumer Cyclical
VCIG,Industrials
GDTC,Healthcare
WAI,Financial Services
UCAR,Consumer Cyclical
USGO,Basic Materials
WLGS,Industrials
JYD,Industrials
TRNR,Consumer Cyclical
ELPW,N/A
KVUE,Consumer Defensive
TBMC,Financial Services
CWD,Financial Services
MGRM,Healthcare
OAKU,Financial Services
OAKUR,N/A
LAES,Technology
GAINL,N/A
TLN,Utilities
LANDP,Real Estate
CALC,Healthcare
CISS,Industrials
CSWCZ,N/A
LTRY,Consumer Cyclical
BOF,Consumer Defensive
METCB,Basic Materials
FTRE,Healthcare
GENK,Consumer Cyclical
GMHS,Communication Services
INTS,Healthcare
PWM,Financial Services
SXTP,Healthcare
APGE,Healthcare
SGMT,Healthcare
USAR,Basic Materials
SPWR,Technology
ODD,Technology
TSBX,Healthcare
DFDV,Technology
ELWS,Technology
PRZO,Industrials
CTNT,Industrials
LLYVK,Communication Services
YHC,Consumer Defensive
AMOD,Technology
FTEL,Consumer Cyclical
GITS,Communication Services
LLYVA,Communication Services
MIRA,Healthcare
VFS,Consumer Cyclical
NWTG,Consumer Cyclical
SRM,Consumer Cyclical
GLADZ,N/A
VFSWW,Consumer Cyclical
BEEP,Industrials
WHFCL,N/A
IVP,Consumer Cyclical
NEWTI,N/A
ABLV,Communication Services
BOWN,Financial Services
GIBO,Communication Services
NETD,Financial Services
SWIN,Financial Services
ATPC,Consumer Defensive
PODC,Communication Services
NWGL,Basic Materials
REGCO,Real Estate
REGCP,Real Estate
SEZL,Financial Services
SPPL,Industrials
ARM,Technology
NMRA,Healthcare
KVAC,Financial Services
CART,Consumer Cyclical
CCG,Communication Services
DTCK,Consumer Defensive
SGD,Real Estate
SRBK,Financial Services
MDBH,Financial Services
FMST,Basic Materials
TURB,Technology
LRE,Real Estate
VSME,Communication Services
ANL,Healthcare
SWKHL,N/A
VLTO,Industrials
MSS,Consumer Defensive
FBYD,Industrials
GMM,Technology
LRHC,Real Estate
PMEC,Industrials
ULY,Technology
WBUY,Consumer Cyclical
ABVX,Healthcare
CPBI,Financial Services
AIRE,Real Estate
ATGL,Technology
CREV,Consumer Cyclical
LXEO,Healthcare
GVH,Industrials
CRGX,Healthcare
SHIM,Industrials
RR,Industrials
ELAB,Healthcare
ABLLL,N/A
CGBDL,N/A
MURA,Healthcare
NMFCZ,N/A
SPKL,Financial Services
FEBO,Technology
QETA,Financial Services
GSIW,Financial Services
INHD,Basic Materials
LGCB,Consumer Cyclical
NUKKW,Technology
BAYA,Financial Services
NBBK,Financial Services
ANSC,Financial Services
ROMA,Industrials
CCTG,Industrials
KSPI,Technology
CORZ,Technology
JL,Consumer Cyclical
SUGP,Industrials
CGON,Healthcare
YIBO,Technology
AVBP,Healthcare
BTSG,Healthcare
BTSGU,Healthcare
HAO,Communication Services
AMIX,Healthcare
ATLCZ,N/A
FBLG,Healthcare
GUTS,Healthcare
HLXB,Financial Services
KYTX,Healthcare
MGX,Healthcare
TELO,Healthcare
DHAI,Healthcare
IROH,Financial Services
WETH,Real Estate
SMXT,Technology
LGCL,Technology
TPGXL,N/A
SERV,Industrials
JVSA,Financial Services
ALAB,Technology
INTJ,Industrials
LOBO,Consumer Cyclical
DJTWW,Communication Services
BCG,Financial Services
BOLD,Healthcare
UBXG,Technology
GEV,Industrials
SOLV,Healthcare
TRINZ,N/A
MAMO,Consumer Cyclical
ZBAO,Financial Services
CTNM,Healthcare
EPRX,Healthcare
ZOOZ,Consumer Cyclical
SUUN,Utilities
MNDR,Healthcare
DYCQ,Financial Services
SUPX,Technology
TWG,Consumer Defensive
CDTG,Industrials
GECCI,N/A
MTEN,Industrials
TRSG,Industrials
MFI,Technology
YYGH,Consumer Cyclical
NCI,Consumer Cyclical
MRX,Financial Services
IBAC,Financial Services
SHMD,Industrials
NNE,Industrials
PAL,Industrials
SVCO,Technology
BKHA,Financial Services
BTOC,Industrials
JDZG,Technology
RAY,Consumer Defensive
HDL,Consumer Cyclical
NAKA,Healthcare
NEWTG,N/A
SMTK,Technology
INBX,Healthcare
FLYE,Consumer Cyclical
GAUZ,Technology
LIF,Technology
RAPP,Healthcare
WAY,Healthcare
GRAL,Healthcare
TEM,Healthcare
CUBWU,Financial Services
CCIX,Financial Services
RECT,Consumer Cyclical
WBTN,Communication Services
ALMS,Healthcare
LSH,Industrials
ABVE,Consumer Defensive
DCOMG,
EHGO,Industrials
GPAT,Financial Services
NYMTI,
RFAI,Financial Services
SW,Consumer Cyclical
GBFH,Financial Services
MKZR,Real Estate
NESR,Energy
OXLCI,
SUNS,Real Estate
CGBS,Energy
ICON,Industrials
MACI,Financial Services
TWFG,Financial Services
ARTV,Healthcare
PSIG,Industrials
QMMM,Communication Services
TRINI,N/A
ZDAI,Industrials
BLMZ,Communication Services
NVA,Basic Materials
OS,Technology
LINE,Real Estate
ORKT,Technology
NIPG,Communication Services
FDSB,Financial Services
ADGM,Healthcare
ALF,Financial Services
HPAI,Technology
CNFRZ,
SSII,Healthcare
VACHU,Financial Services
CUB,Financial Services
ACTU,Healthcare
CEP,Financial Services
ADUR,Industrials
DEFT,Financial Services
FSHP,Financial Services
HONDU,Financial Services
YXT,Technology
RITR,Industrials
WOK,Healthcare
JBDI,Consumer Cyclical
AZI,Consumer Cyclical
SPAI,Industrials
SIMA,Financial Services
CURR,N/A
LPAA,Financial Services
PMAX,Industrials
PTHL,Healthcare
TDTH,Technology
XCH,Industrials
GIG,Financial Services
EURK,Financial Services
GLXG,Industrials
BCAX,Healthcare
MBX,Healthcare
ZBIO,Healthcare
NEWTH,
GLE,Technology
MBAV,Financial Services
VLYPN,Financial Services
PC,Industrials
BIOA,Healthcare
GECCH,N/A
IBG,Consumer Defensive
VACH,Financial Services
ZJK,Industrials
HTLM,Consumer Cyclical
ZENA,Technology
WCT,Technology
OCCIM,Financial Services
FLX,Industrials
SKK,Industrials
CLIK,Consumer Cyclical
HOND,Financial Services
SKYQ,Energy
CAMP,Healthcare
CBLL,Healthcare
CCIRU,Financial Services
STFS,Communication Services
UPB,Healthcare
SFHG,Industrials
PTLE,Consumer Cyclical
ORIS,Consumer Defensive
SPHL,Consumer Cyclical
NBIS,Communication Services
ALDFU,Financial Services
HUHU,Industrials
FBLA,Financial Services
FGL,Industrials
INEO,Consumer Cyclical
LBGJ,Industrials
SNYR,Healthcare
BEAGU,Financial Services
CAPN,Financial Services
SEPN,Healthcare
WRD,Technology
POLE,Financial Services
VCIC,Financial Services
GELS,Healthcare
PLRZ,Healthcare
FVNNR,
SNRE,Communication Services
GSRTU,Financial Services
DEVS,Industrials
WLACU,Financial Services
YHNA,Financial Services
ACOG,Healthcare
EXOZ,Healthcare
MDCX,Healthcare
TLX,Healthcare
HSPTU,Financial Services
MBINL,Financial Services
DYNXU,Financial Services
NOEMU,Financial Services
CASK,Consumer Defensive
MSW,Industrials
CGTL,Consumer Cyclical
CHAR,
FACTU,Financial Services
WYHG,Consumer Defensive
PONY,Technology
LPBB,Financial Services
BACQ,Financial Services
CCIR,Financial Services
JUNS,Healthcare
METCZ,
AIFEU,Financial Services
LNKS,Industrials
RADX,Healthcare
ZSPC,Technology
NAMI,Communication Services
DYNX,Financial Services
LPBBW,Financial Services
TTAN,Technology
AVR,Healthcare
DRDBU,Financial Services
MLACU,N/A
NTCL,Technology
ALDF,Financial Services
BEAG,Financial Services
OACC,Financial Services
GAINI,
NCEW,Industrials
YSXT,Industrials
GSRT,Financial Services
GSRTR,
LSE,Energy
FACT,N/A
RANGU,Financial Services
TAVI,Financial Services
YAAS,Technology
HIT,Technology
TDACU,Financial Services
NTWO,Financial Services
PHH,Consumer Defensive
WLAC,Financial Services
ONEG,Industrials
INLF,Industrials
RAIN,Industrials
ASPC,Financial Services
CEPO,Financial Services
ZYBT,Healthcare
MASK,Technology
MIMI,Industrials
RANG,Financial Services
UFG,Industrials
HKPD,Healthcare
NYMTG,
PLMKU,Financial Services
RIBBU,Financial Services
NOEM,Financial Services
PCLA,Communication Services
HVIIU,Financial Services
DGNX,Industrials
DXST,Industrials
MCTR,Communication Services
AAPG,Healthcare
AIFE,Financial Services
DMAAU,Financial Services
SFD,Consumer Defensive
TWNP,Consumer Cyclical
FGMCU,Financial Services
BBNX,Healthcare
CSAI,Technology
MAZE,Healthcare
MTSR,Healthcare
PLMK,Financial Services
DRDB,Financial Services
MLAC,N/A
STRK,Technology
UMBFP,Financial Services
CJMB,Industrials
HCAI,Industrials
HSPT,Financial Services
PLUT,Financial Services
EPWK,Technology
FBGL,Industrials
HVII,Financial Services
SION,Healthcare
FGMC,Financial Services
AGH,Consumer Cyclical
AARD,Healthcare
SAIL,Technology
SNDK,Technology
TDAC,Financial Services
XHLD,Communication Services
CYCU,Technology
NNNN,Healthcare
HMR,Industrials
SKBL,Industrials
VRM,Consumer Cyclical
WGRX,Healthcare
RHLD,Industrials
BMGL,Healthcare
DMAA,Financial Services
STAK,Energy
LZMH,Technology
WETO,Technology
NHICU,N/A
OXLCG,
SNWV,Healthcare
PN,Technology
ADVB,Healthcare
JFB,Real Estate
KMTS,Healthcare
TBH,Communication Services
EHLD,Industrials
MAYA,Financial Services
SAGT,Technology
AACBU,Financial Services
ATIIU,Financial Services
KFIIU,Financial Services
SVCCU,Financial Services
KFII,Financial Services
MWYN,Consumer Cyclical
COLA,Financial Services
QSEAU,Financial Services
BIYA,Technology
GSHRU,Financial Services
MCHPP,Technology
RCT,Technology
SVCC,Financial Services
EPSM,Consumer Defensive
NTHI,Healthcare
STRF,Technology
WFF,Industrials
CRWV,Technology
NCT,Industrials
UYSCU,Financial Services
ENGS,Industrials
SDHIU,Financial Services
WTF,Financial Services
WXM,Industrials
SORA,Consumer Cyclical
SZZLU,Financial Services
ATII,Financial Services
LHSW,Technology
BLIV,Technology
AACB,Financial Services
KIDZ,Consumer Defensive
FATN,Technology
RYET,Consumer Defensive
TACHU,Financial Services
ATHR,Technology
CUPR,Healthcare
IOTR,Communication Services
MB,Consumer Cyclical
BULLZ,Technology
RBNE,Energy
HXHX,Industrials
CHA,Consumer Cyclical
EDHL,Communication Services
NHIC,N/A
CIGL,Industrials
FERA,Financial Services
GENVR,
LOKV,Financial Services
PFAI,Consumer Defensive
TVACU,Financial Services
NPACU,Financial Services
CHACU,Financial Services
IPCXU,Financial Services
PHOE,Industrials
DAAQU,Financial Services
LCCCU,Financial Services
RAAQU,Financial Services
TACOU,Financial Services
YB,Technology
RDAGU,Financial Services
CEPT,Financial Services
CGCTU,N/A
GTENU,N/A
LIMN,Healthcare
SDM,Communication Services
WSBK,Financial Services
IPODU,Financial Services
STRZ,Communication Services
WTFCN,Financial Services
QSEA,Financial Services
ANTA,Financial Services
CCCXU,Financial Services
ETOR,Financial Services
OMSE,Energy
PMTRU,Financial Services
BUSEP,Financial Services
KWM,Communication Services
ARAI,Technology
TVAIU,Financial Services
CCCMU,Financial Services
GLXY,Financial Services
RTACU,Financial Services
TVA,Financial Services
WENNU,N/A
CHAC,Financial Services
AACIU,N/A
OFAL,Industrials
PCAPU,Financial Services
MBNKO,Financial Services
OYSEU,Financial Services
CRAQU,N/A
FTRK,Communication Services
MDCXW,Healthcare
PELIU,N/A
SZZL,Financial Services
UYSC,Financial Services
CHPGU,Financial Services
KCHVU,N/A
WTGUU,Financial Services
PTNM,N/A
DAAQ,Financial Services
RAAQ,Financial Services
TACH,Financial Services
SDHI,Financial Services
TACO,Financial Services
NAMM,Basic Materials
OMDA,Healthcare
SAFX,Utilities
CCCM,Financial Services
JEM,Consumer Cyclical
RTAC,Financial Services
RTACW,Financial Services
BLUWU,Financial Services
CHYM,N/A
MFICL,
